lead_id,conversion_date,conversion_value,conversion_type
lead_002995,2025-04-22 02:35:08.440819,6268.89,Demo
lead_002996,2025-05-10 22:03:08.440819,2238.78,Trial
lead_002998,2025-05-11 14:17:08.440819,3776.47,Subscription
lead_002999,2025-05-04 08:44:08.440819,7953.76,Trial
lead_003001,2025-05-04 03:40:08.440819,9262.29,Trial
lead_003002,2025-05-06 10:15:08.440819,3829.19,Subscription
lead_003003,2025-05-10 02:12:08.440819,1997.54,Purchase
lead_003005,2025-05-06 23:01:08.440819,9462.5,Trial
lead_003007,2025-05-16 19:48:08.440819,7416.41,Purchase
lead_003008,2025-05-17 01:01:08.440819,1417.03,Subscription
lead_003009,2025-05-11 11:56:08.440819,2814.33,Subscription
lead_003012,2025-04-26 00:50:08.440819,4941.76,Purchase
lead_003013,2025-04-23 02:13:08.440819,2242.73,Subscription
lead_003015,2025-05-14 14:46:08.440819,8482.47,Subscription
lead_003016,2025-05-18 23:03:08.440819,2307.32,Trial
lead_003020,2025-05-01 12:35:08.440819,2655.06,Purchase
lead_003024,2025-05-09 22:01:08.440819,8721.44,Purchase
lead_003025,2025-05-18 16:42:08.440819,3617.75,Trial
lead_003026,2025-05-06 02:12:08.440819,2602.05,Trial
lead_003028,2025-05-01 06:28:08.440819,3606.01,Demo
lead_003029,2025-04-22 17:01:08.440819,3300.08,Purchase
lead_003030,2025-05-14 09:11:08.440819,1556.18,Subscription
lead_003033,2025-05-12 13:57:08.440819,1835.69,Trial
lead_003034,2025-05-13 12:11:08.440819,7726.28,Subscription
lead_003035,2025-05-07 00:57:08.440819,8834.31,Subscription
lead_003036,2025-05-16 22:03:08.440819,9455.66,Purchase
lead_003039,2025-05-04 11:35:08.440819,4321.21,Subscription
lead_003041,2025-05-07 10:14:08.440819,1404.17,Purchase
lead_003045,2025-05-09 05:57:08.440819,7509.48,Subscription
lead_003046,2025-05-16 14:56:08.440819,4141.08,Subscription
lead_003050,2025-05-20 07:17:08.440819,7242.74,Trial
lead_003054,2025-04-30 10:40:08.440819,6704.27,Subscription
lead_003055,2025-05-06 19:12:08.440819,2501.13,Demo
lead_003061,2025-04-24 14:36:08.440819,1571.36,Trial
lead_003063,2025-05-02 01:50:08.440819,3698.43,Purchase
lead_003064,2025-05-06 07:52:08.440819,9272.14,Trial
lead_003065,2025-04-26 11:56:08.440819,8664.04,Purchase
lead_003068,2025-04-22 16:23:08.440819,7746.06,Trial
lead_003070,2025-05-05 07:27:08.440819,6418.2,Demo
lead_003073,2025-04-30 18:03:08.440819,3648.65,Purchase
lead_003074,2025-04-25 02:48:08.440819,1247.3,Demo
lead_003075,2025-04-27 23:05:08.440819,3068.62,Subscription
lead_003076,2025-05-15 09:31:08.440819,8943.5,Demo
lead_003079,2025-05-08 00:57:08.440819,6019.3,Demo
lead_003083,2025-05-06 00:25:08.440819,5090.0,Purchase
lead_003087,2025-05-01 11:43:08.440819,9794.84,Subscription
lead_003090,2025-05-07 12:28:08.440819,4617.96,Demo
lead_003100,2025-05-09 15:18:08.440819,9623.24,Trial
lead_003103,2025-04-26 08:59:08.440819,9808.51,Purchase
lead_003104,2025-04-24 09:47:08.440819,1015.92,Subscription
lead_003106,2025-05-20 10:25:08.440819,2225.12,Trial
lead_003107,2025-05-03 03:32:08.440819,3969.11,Demo
lead_003108,2025-05-10 21:01:08.440819,3644.25,Trial
lead_003118,2025-05-18 07:49:08.440819,5584.49,Trial
lead_003121,2025-05-05 11:57:08.440819,1027.67,Trial
lead_003122,2025-05-04 11:10:08.440819,8595.52,Trial
lead_003127,2025-05-19 22:38:08.440819,3503.76,Subscription
lead_003139,2025-04-25 21:52:08.440819,6093.24,Demo
lead_003142,2025-05-05 18:48:08.440819,5501.49,Subscription
lead_003150,2025-05-04 15:27:08.440819,4270.25,Purchase
lead_003152,2025-04-25 17:59:08.440819,9597.24,Demo
lead_003154,2025-04-26 22:30:08.440819,1124.53,Trial
lead_003156,2025-05-03 08:11:08.440819,3110.12,Subscription
lead_003158,2025-05-12 06:09:08.440819,3694.44,Subscription
lead_003159,2025-05-23 05:18:08.440819,8331.24,Purchase
lead_003172,2025-04-27 23:00:08.440819,7965.19,Trial
lead_003177,2025-05-08 07:32:08.440819,3649.95,Demo
lead_003187,2025-05-07 10:27:08.440819,3689.45,Purchase
lead_003188,2025-05-24 23:14:08.440819,2246.16,Subscription
lead_003189,2025-05-14 19:18:08.440819,9879.15,Trial
lead_003194,2025-05-20 08:08:08.440819,1945.48,Purchase
lead_003202,2025-05-14 16:49:08.440819,9720.33,Trial
lead_003203,2025-05-18 21:50:08.440819,8297.61,Trial
lead_003212,2025-05-10 16:13:08.440819,9501.6,Demo
lead_003221,2025-05-22 06:01:08.440819,4771.04,Trial
lead_003226,2025-05-04 21:37:08.440819,6200.18,Trial
lead_003228,2025-05-01 10:58:08.440819,5640.71,Trial
lead_003231,2025-05-25 08:32:08.440819,9285.18,Subscription
lead_003238,2025-05-03 04:13:08.440819,9923.88,Trial
lead_003243,2025-05-14 15:25:08.440819,7017.91,Purchase
lead_003244,2025-05-02 05:04:08.440819,1432.2,Trial
lead_003258,2025-05-11 23:53:08.440819,4295.77,Purchase
lead_003260,2025-05-23 04:51:08.440819,8412.63,Subscription
lead_003261,2025-05-10 20:54:08.440819,4879.96,Purchase
lead_003262,2025-05-10 11:25:08.440819,7966.06,Demo
lead_003270,2025-05-10 15:10:08.440819,5451.83,Demo
lead_003274,2025-05-06 01:17:08.440819,6057.4,Trial
lead_003275,2025-05-25 04:27:08.440819,7970.8,Purchase
lead_003277,2025-04-30 06:16:08.440819,7638.06,Trial
lead_003281,2025-05-10 06:25:08.440819,9294.7,Demo
lead_003289,2025-05-14 03:12:08.440819,5996.56,Demo
lead_003291,2025-05-23 02:58:08.440819,9411.58,Trial
lead_003294,2025-05-04 17:28:08.440819,4189.11,Trial
lead_003303,2025-05-14 17:50:08.440819,5812.04,Purchase
lead_003311,2025-05-29 08:29:08.440819,6786.12,Trial
lead_003314,2025-05-22 13:00:08.440819,6189.4,Trial
lead_003316,2025-05-08 23:08:08.440819,5293.18,Trial
lead_003317,2025-04-30 21:46:08.440819,1337.01,Trial
lead_003324,2025-05-23 01:43:08.440819,8879.53,Demo
lead_003330,2025-05-23 11:37:08.440819,1952.78,Trial
lead_003339,2025-05-17 22:14:08.440819,1160.67,Demo
lead_003344,2025-05-03 05:36:08.440819,6230.6,Demo
lead_003357,2025-05-10 14:46:08.440819,7089.31,Purchase
lead_003359,2025-05-05 17:56:08.440819,1057.09,Trial
lead_003367,2025-05-08 06:03:08.440819,3884.83,Purchase
lead_003368,2025-05-05 07:44:08.440819,1939.07,Demo
lead_003369,2025-05-18 05:12:08.440819,8951.48,Demo
lead_003379,2025-05-14 19:59:08.440819,5036.77,Subscription
lead_003380,2025-05-18 17:11:08.440819,3871.86,Purchase
lead_003382,2025-05-21 19:06:08.440819,7289.54,Trial
lead_003388,2025-05-25 19:10:08.440819,5186.91,Purchase
lead_003389,2025-05-01 23:32:08.440819,7328.9,Trial
lead_003390,2025-05-21 01:34:08.440819,9481.56,Purchase
lead_003391,2025-05-25 12:10:08.440819,6659.4,Subscription
lead_003393,2025-05-21 16:26:08.440819,3559.48,Purchase
lead_003397,2025-05-14 04:00:08.440819,8646.67,Purchase
lead_003398,2025-05-27 21:09:08.440819,9975.79,Subscription
lead_003399,2025-05-10 22:50:08.440819,6067.81,Subscription
lead_003400,2025-05-31 02:33:08.440819,1974.64,Purchase
lead_003404,2025-05-09 22:08:08.440819,8472.57,Demo
lead_003405,2025-05-26 21:22:08.440819,5798.04,Purchase
lead_003408,2025-05-25 15:08:08.440819,2176.18,Trial
lead_003412,2025-05-08 08:19:08.440819,5052.16,Demo
lead_003414,2025-06-02 03:23:08.440819,4971.92,Purchase
lead_003415,2025-05-31 15:43:08.440819,1356.49,Subscription
lead_003418,2025-05-11 14:15:08.440819,1958.14,Demo
lead_003419,2025-05-10 23:43:08.440819,7390.85,Demo
lead_003426,2025-05-08 16:46:08.440819,6472.5,Demo
lead_003428,2025-06-01 00:32:08.440819,3240.17,Trial
lead_003429,2025-05-19 07:23:08.440819,7078.45,Demo
lead_003432,2025-05-26 18:10:08.440819,9445.3,Demo
lead_003435,2025-05-12 15:37:08.440819,1448.96,Purchase
lead_003437,2025-05-13 15:48:08.440819,4026.57,Trial
lead_003442,2025-05-09 18:15:08.440819,8493.32,Trial
lead_003443,2025-05-06 09:42:08.440819,9360.96,Demo
lead_003446,2025-05-13 23:25:08.440819,8454.13,Demo
lead_003452,2025-05-18 05:41:08.440819,9783.2,Subscription
lead_003454,2025-05-12 11:05:08.440819,1938.81,Purchase
lead_003456,2025-05-17 18:07:08.440819,5246.75,Trial
lead_003461,2025-05-29 17:01:08.440819,1997.64,Subscription
lead_003464,2025-05-18 14:09:08.440819,8949.27,Trial
lead_003465,2025-05-10 16:02:08.440819,5965.57,Purchase
lead_003467,2025-05-10 07:03:08.440819,5075.08,Purchase
lead_003469,2025-05-16 12:16:08.440819,9585.6,Subscription
lead_003470,2025-06-03 07:08:08.440819,7332.75,Trial
lead_003475,2025-05-20 06:51:08.440819,5583.68,Demo
lead_003477,2025-05-15 07:55:08.440819,2992.04,Subscription
lead_003486,2025-05-16 10:09:08.440819,9083.74,Demo
lead_003495,2025-05-27 17:31:08.440819,1052.78,Subscription
lead_003498,2025-05-24 05:14:08.440819,7392.85,Trial
lead_003500,2025-05-11 07:39:08.440819,1689.59,Demo
lead_003501,2025-05-22 20:48:08.440819,8631.88,Trial
lead_003502,2025-06-02 13:38:08.440819,5376.68,Subscription
lead_003503,2025-06-04 11:14:08.440819,5012.08,Subscription
lead_003509,2025-06-01 16:43:08.440819,5040.54,Subscription
lead_003515,2025-06-03 22:33:08.440819,5180.55,Subscription
lead_003516,2025-05-24 05:55:08.440819,9137.05,Trial
lead_003518,2025-05-22 17:01:08.440819,4955.65,Demo
lead_003531,2025-05-26 08:18:08.440819,1849.72,Purchase
lead_003542,2025-05-21 20:55:08.440819,5096.74,Subscription
lead_003546,2025-05-17 06:27:08.440819,7154.05,Purchase
lead_003549,2025-05-12 20:49:08.440819,2171.21,Purchase
lead_003559,2025-05-15 13:49:08.440819,3929.69,Trial
lead_003561,2025-05-30 15:31:08.440819,7093.06,Trial
lead_003565,2025-05-12 22:05:08.440819,9754.54,Trial
lead_003570,2025-05-19 02:16:08.440819,7696.82,Trial
lead_003571,2025-05-17 16:15:08.440819,1927.39,Purchase
lead_003573,2025-06-03 06:06:08.440819,1859.2,Purchase
lead_003575,2025-05-11 08:32:08.440819,9138.91,Trial
lead_003583,2025-05-24 01:23:08.440819,8947.6,Demo
lead_003584,2025-05-31 18:57:08.440819,6970.57,Demo
lead_003593,2025-05-17 16:56:08.440819,5328.17,Trial
lead_003598,2025-05-19 05:26:08.440819,7113.16,Trial
lead_003606,2025-05-15 20:14:08.440819,4215.84,Purchase
lead_003615,2025-05-27 10:32:08.440819,4362.0,Demo
lead_003618,2025-05-18 10:04:08.440819,7862.04,Purchase
lead_003624,2025-05-12 20:27:08.440819,1110.41,Trial
lead_003626,2025-05-27 14:39:08.440819,9202.6,Purchase
lead_003628,2025-05-14 04:43:08.440819,9483.1,Subscription
lead_003632,2025-05-31 06:53:08.440819,6456.45,Subscription
lead_003642,2025-05-21 12:47:08.440819,2546.06,Demo
lead_003645,2025-05-28 22:43:08.440819,9539.54,Purchase
lead_003646,2025-05-30 14:23:08.440819,8019.99,Purchase
lead_003650,2025-05-11 07:36:08.440819,4795.59,Subscription
lead_003653,2025-05-22 14:44:08.440819,1212.42,Trial
lead_003659,2025-05-25 07:42:08.440819,1516.51,Trial
lead_003664,2025-05-27 19:26:08.440819,5451.44,Subscription
lead_003665,2025-05-29 11:14:08.440819,6451.57,Demo
lead_003667,2025-05-16 18:08:08.440819,5968.63,Subscription
lead_003671,2025-05-16 22:40:08.440819,8620.05,Trial
lead_003673,2025-05-24 04:18:08.440819,4116.65,Subscription
lead_003675,2025-06-08 07:46:08.440819,4188.49,Subscription
lead_003683,2025-05-25 13:56:08.440819,4091.73,Demo
lead_003684,2025-05-12 07:56:08.440819,3298.76,Trial
lead_003686,2025-06-04 18:05:08.440819,6794.73,Subscription
lead_003687,2025-05-14 23:04:08.440819,4461.06,Purchase
lead_003691,2025-06-04 05:18:08.440819,4421.53,Purchase
lead_003693,2025-06-01 08:13:08.440819,4382.06,Demo
lead_003699,2025-05-26 01:51:08.440819,3219.23,Purchase
lead_003707,2025-06-04 22:37:08.440819,9335.56,Purchase
lead_003710,2025-05-14 08:40:08.440819,9345.89,Trial
lead_003711,2025-06-09 16:22:08.440819,5047.18,Demo
lead_003713,2025-06-05 20:16:08.440819,2738.41,Purchase
lead_003715,2025-05-16 23:17:08.440819,9889.94,Subscription
lead_003720,2025-05-18 04:30:08.440819,9760.86,Purchase
lead_003721,2025-05-22 12:41:08.440819,8649.92,Purchase
lead_003723,2025-06-01 17:06:08.440819,2869.86,Purchase
lead_003725,2025-06-02 02:55:08.440819,9057.93,Trial
lead_003730,2025-06-05 22:51:08.440819,9784.37,Demo
lead_003732,2025-06-07 23:35:08.440819,2169.24,Demo
lead_003733,2025-06-01 03:57:08.440819,5482.45,Trial
lead_003736,2025-06-01 12:24:08.440819,3796.95,Purchase
lead_003740,2025-06-03 22:23:08.440819,1299.92,Purchase
lead_003741,2025-05-24 00:49:08.440819,9296.51,Trial
lead_003746,2025-05-19 08:33:08.440819,4786.45,Demo
lead_003748,2025-05-27 06:42:08.440819,6900.22,Trial
lead_003751,2025-06-12 05:49:08.440819,6286.34,Trial
lead_003752,2025-05-14 06:24:08.440819,2007.17,Subscription
lead_003755,2025-06-02 01:20:08.440819,6157.82,Purchase
lead_003756,2025-05-25 03:13:08.440819,4768.19,Demo
lead_003759,2025-05-14 08:19:08.440819,9927.94,Trial
lead_003763,2025-06-04 02:12:08.440819,6313.14,Purchase
lead_003766,2025-06-01 03:36:08.440819,6061.85,Trial
lead_003771,2025-05-22 18:08:08.440819,1691.64,Subscription
lead_003778,2025-05-29 16:56:08.440819,1900.43,Demo
lead_003791,2025-06-06 03:33:08.440819,2256.66,Trial
lead_003794,2025-05-26 05:24:08.440819,5517.27,Purchase
lead_003796,2025-06-08 23:53:08.440819,3941.5,Subscription
lead_003799,2025-06-03 07:19:08.440819,8304.8,Trial
lead_003803,2025-05-16 15:28:08.440819,2934.25,Purchase
lead_003804,2025-06-04 04:08:08.440819,3729.06,Purchase
lead_003806,2025-06-08 15:05:08.440819,6974.39,Demo
lead_003810,2025-06-08 21:11:08.440819,1110.18,Purchase
lead_003814,2025-06-02 00:57:08.440819,2221.73,Trial
lead_003815,2025-05-23 06:13:08.440819,3399.13,Trial
lead_003817,2025-06-05 01:31:08.440819,3585.61,Purchase
lead_003823,2025-06-04 18:20:08.440819,7802.23,Demo
lead_003831,2025-06-03 20:47:08.440819,3018.86,Subscription
lead_003839,2025-05-19 09:43:08.440819,9039.9,Purchase
lead_003840,2025-06-13 22:10:08.440819,9717.76,Purchase
lead_003843,2025-05-27 13:36:08.440819,4348.48,Trial
lead_003848,2025-05-23 05:44:08.440819,4552.71,Demo
lead_003855,2025-06-16 04:25:08.440819,6715.1,Subscription
lead_003858,2025-06-16 05:31:08.440819,6051.17,Demo
lead_003860,2025-05-20 07:34:08.440819,4337.08,Demo
lead_003863,2025-05-24 03:24:08.440819,8433.58,Subscription
lead_003869,2025-05-26 04:07:08.440819,1176.49,Subscription
lead_003875,2025-06-14 13:18:08.440819,6719.64,Subscription
lead_003878,2025-06-14 16:48:08.440819,3855.96,Demo
lead_003879,2025-06-09 09:58:08.440819,7315.27,Subscription
lead_003881,2025-05-20 03:41:08.440819,6265.32,Subscription
lead_003882,2025-06-08 13:17:08.440819,2126.04,Purchase
lead_003886,2025-05-19 06:39:08.440819,5018.57,Demo
lead_003888,2025-06-04 09:47:08.440819,9022.83,Demo
lead_003895,2025-05-21 01:40:08.440819,5356.96,Trial
lead_003897,2025-06-06 17:30:08.440819,2030.56,Trial
lead_003898,2025-06-13 10:22:08.440819,1954.23,Purchase
lead_003899,2025-06-05 04:57:08.440819,7189.99,Subscription
lead_003902,2025-05-19 04:46:08.440819,6832.75,Trial
lead_003904,2025-06-02 07:03:08.440819,1202.82,Subscription
lead_003905,2025-05-31 05:49:08.440819,4959.62,Subscription
lead_003926,2025-06-16 17:39:08.440819,5583.79,Purchase
lead_003930,2025-06-06 08:04:08.440819,9435.66,Demo
lead_003939,2025-06-16 05:49:08.440819,5771.42,Subscription
lead_003941,2025-05-25 11:21:08.440819,2514.6,Trial
lead_003942,2025-06-11 16:13:08.440819,9702.76,Purchase
lead_003950,2025-06-16 03:50:08.440819,4914.11,Demo
lead_003952,2025-05-31 10:50:08.440819,1874.2,Trial
lead_003953,2025-05-31 07:24:08.440819,6306.71,Demo
lead_003956,2025-06-02 05:28:08.440819,8531.3,Trial
lead_003960,2025-06-14 02:06:08.440819,4123.21,Demo
lead_003966,2025-06-05 21:18:08.440819,7841.38,Trial
lead_003968,2025-06-10 00:46:08.440819,6662.3,Subscription
lead_003972,2025-05-21 09:56:08.440819,1339.03,Purchase
lead_003974,2025-05-27 06:45:08.440819,8997.86,Subscription
lead_003977,2025-06-10 08:08:08.440819,8370.35,Trial
lead_003978,2025-06-18 00:49:08.440819,1720.23,Purchase
lead_003979,2025-05-30 15:20:08.440819,3548.18,Trial
lead_003983,2025-06-13 05:16:08.440819,6935.63,Demo
lead_003984,2025-06-15 00:04:08.440819,7044.98,Trial
lead_003991,2025-06-02 01:54:08.440819,8325.28,Demo
lead_003995,2025-05-25 12:05:08.440819,6678.82,Demo
lead_003998,2025-06-05 07:23:08.440819,9800.44,Subscription
lead_004000,2025-05-22 12:21:08.440819,2462.33,Trial
lead_004001,2025-06-09 00:19:08.440819,3032.21,Subscription
lead_004003,2025-05-21 19:11:08.440819,2501.88,Trial
lead_004004,2025-05-29 10:17:08.440819,5902.39,Subscription
lead_004005,2025-06-14 02:43:08.440819,8223.54,Trial
lead_004009,2025-06-14 01:27:08.440819,6577.51,Subscription
lead_004011,2025-06-06 15:14:08.440819,7326.02,Subscription
lead_004014,2025-05-28 15:54:08.440819,2913.19,Trial
lead_004018,2025-06-06 20:57:08.440819,5460.93,Purchase
lead_004020,2025-06-12 05:38:08.440819,2574.57,Purchase
lead_004021,2025-06-14 16:03:08.440819,1515.85,Subscription
lead_004028,2025-06-02 06:56:08.440819,7446.66,Demo
lead_004030,2025-06-16 07:49:08.440819,8431.6,Subscription
lead_004031,2025-06-11 04:48:08.440819,9173.13,Subscription
lead_004032,2025-06-01 11:09:08.440819,7882.39,Trial
lead_004038,2025-06-01 05:19:08.440819,4611.32,Demo
lead_004039,2025-06-18 09:44:08.440819,4632.66,Demo
lead_004044,2025-06-11 11:37:08.440819,8257.26,Trial
lead_004045,2025-05-31 17:55:08.440819,3930.37,Trial
lead_004049,2025-06-13 08:02:08.440819,2874.38,Trial
lead_004052,2025-05-26 12:29:08.440819,9032.93,Purchase
lead_004055,2025-06-05 20:14:08.440819,8037.54,Subscription
lead_004060,2025-05-25 12:26:08.440819,7134.42,Trial
lead_004062,2025-05-24 01:09:08.440819,6126.93,Subscription
lead_004066,2025-06-04 19:59:08.440819,1722.53,Trial
lead_004067,2025-06-04 06:53:08.440819,1770.47,Purchase
lead_004073,2025-06-16 20:43:08.440819,7134.09,Demo
lead_004076,2025-05-29 16:21:08.440819,8334.8,Trial
lead_004077,2025-06-01 16:59:08.440819,3521.81,Purchase
lead_004079,2025-06-07 17:21:08.440819,6385.42,Demo
lead_004083,2025-06-10 07:52:08.440819,7245.37,Subscription
lead_004084,2025-06-14 17:23:08.440819,6509.66,Demo
lead_004085,2025-05-26 06:06:08.440819,4314.62,Demo
lead_004089,2025-05-29 02:28:08.440819,3577.29,Subscription
lead_004093,2025-06-07 12:45:08.440819,5278.84,Subscription
lead_004094,2025-06-18 17:15:08.440819,4204.97,Trial
lead_004103,2025-05-30 07:54:08.440819,4183.74,Trial
lead_004104,2025-06-16 03:50:08.440819,6159.8,Trial
lead_004110,2025-06-13 22:57:08.440819,3535.2,Purchase
lead_004114,2025-05-29 10:38:08.440819,2356.31,Purchase
lead_004115,2025-06-09 08:43:08.440819,5908.31,Trial
lead_004118,2025-06-04 12:06:08.440819,1968.24,Trial
lead_004122,2025-06-13 10:03:08.440819,7565.33,Trial
lead_004124,2025-05-29 03:49:08.440819,6045.92,Subscription
lead_004127,2025-05-27 12:03:08.440819,9207.16,Demo
lead_004131,2025-06-21 03:04:08.440819,6251.59,Subscription
lead_004132,2025-06-19 21:04:08.440819,4372.58,Demo
lead_004139,2025-06-05 15:35:08.440819,6599.73,Purchase
lead_004143,2025-06-07 03:44:08.440819,6183.62,Subscription
lead_004148,2025-06-07 15:44:08.440819,9909.16,Purchase
lead_004157,2025-06-13 11:31:08.440819,5267.23,Demo
lead_004158,2025-06-24 11:37:08.440819,1557.84,Subscription
lead_004160,2025-05-29 16:25:08.440819,9456.37,Purchase
lead_004163,2025-06-10 03:54:08.440819,2812.12,Subscription
lead_004169,2025-05-29 01:28:08.440819,1475.68,Trial
lead_004170,2025-06-06 04:06:08.440819,7868.75,Trial
lead_004173,2025-06-02 07:48:08.440819,8942.69,Trial
lead_004177,2025-06-12 09:27:08.440819,1938.88,Subscription
lead_004178,2025-06-02 08:18:08.440819,3874.67,Subscription
lead_004187,2025-05-28 12:42:08.440819,6079.31,Demo
lead_004189,2025-06-08 03:52:08.440819,4836.26,Purchase
lead_004192,2025-06-01 13:49:08.440819,7488.2,Purchase
lead_004193,2025-06-24 23:46:08.440819,5732.99,Purchase
lead_004199,2025-06-25 09:13:08.440819,9085.54,Purchase
lead_004201,2025-06-01 05:04:08.440819,4764.75,Demo
lead_004203,2025-06-06 08:40:08.440819,4509.01,Subscription
lead_004213,2025-06-17 19:18:08.440819,1524.4,Purchase
lead_004214,2025-06-26 08:30:08.440819,4679.62,Subscription
lead_004215,2025-06-27 10:46:08.440819,8598.39,Purchase
lead_004216,2025-06-02 08:20:08.440819,3014.05,Subscription
lead_004219,2025-06-21 00:07:08.440819,8493.97,Demo
lead_004220,2025-06-20 00:20:08.440819,7880.19,Subscription
lead_004226,2025-06-02 11:19:08.440819,4213.73,Trial
lead_004227,2025-05-30 20:04:08.440819,6514.11,Demo
lead_004228,2025-05-29 05:36:08.440819,3150.21,Demo
lead_004232,2025-06-22 01:37:08.440819,4643.03,Demo
lead_004236,2025-06-08 17:50:08.440819,4573.4,Demo
lead_004248,2025-06-07 16:15:08.440819,3616.58,Subscription
lead_004252,2025-06-07 19:48:08.440819,4618.45,Purchase
lead_004256,2025-06-15 05:58:08.440819,2378.0,Subscription
lead_004263,2025-06-23 20:27:08.440819,7993.29,Subscription
lead_004264,2025-06-09 14:07:08.440819,4428.15,Subscription
lead_004267,2025-06-07 02:28:08.440819,1645.98,Trial
lead_004270,2025-06-13 05:07:08.440819,5838.06,Demo
lead_004290,2025-06-06 16:06:08.440819,2093.14,Demo
lead_004292,2025-06-03 02:47:08.440819,5856.59,Subscription
lead_004293,2025-06-04 06:40:08.440819,9064.01,Trial
lead_004295,2025-06-10 01:50:08.440819,2165.06,Purchase
lead_004297,2025-06-06 12:38:08.440819,6363.49,Trial
lead_004298,2025-06-27 16:30:08.440819,5303.61,Subscription
lead_004301,2025-06-14 12:33:08.440819,7723.57,Trial
lead_004302,2025-06-02 14:50:08.440819,6948.98,Trial
lead_004303,2025-06-14 06:27:08.440819,6488.52,Trial
lead_004305,2025-05-31 23:02:08.440819,8459.47,Demo
lead_004309,2025-06-27 19:14:08.440819,8773.09,Trial
lead_004313,2025-06-25 01:08:08.440819,4122.49,Trial
lead_004315,2025-06-13 09:10:08.440819,2414.58,Demo
lead_004316,2025-06-22 21:44:08.440819,7639.52,Demo
lead_004320,2025-06-21 17:11:08.440819,9434.47,Subscription
lead_004323,2025-06-06 17:02:08.440819,2665.37,Trial
lead_004339,2025-06-18 09:46:08.440819,7818.09,Demo
lead_004341,2025-06-29 02:49:08.440819,9800.86,Subscription
lead_004349,2025-06-24 00:49:08.440819,3703.97,Demo
lead_004353,2025-06-04 19:03:08.440819,9793.67,Purchase
lead_004355,2025-06-26 19:03:08.440819,6494.58,Demo
lead_004363,2025-06-28 17:52:08.440819,3234.64,Demo
lead_004370,2025-06-12 22:02:08.440819,8263.56,Subscription
lead_004371,2025-07-01 00:35:08.440819,4880.42,Purchase
lead_004372,2025-06-24 21:09:08.440819,8644.91,Trial
lead_004377,2025-06-29 04:05:08.440819,9396.3,Purchase
lead_004386,2025-06-05 18:46:08.440819,2132.46,Trial
lead_004387,2025-06-13 22:46:08.440819,9567.71,Purchase
lead_004392,2025-06-15 15:54:08.440819,6420.03,Trial
lead_004394,2025-06-02 19:44:08.440819,4898.12,Subscription
lead_004396,2025-06-21 19:55:08.440819,9277.3,Subscription
lead_004398,2025-06-03 15:27:08.440819,9303.14,Purchase
lead_004400,2025-06-22 13:32:08.440819,6156.04,Purchase
lead_004402,2025-06-15 12:03:08.440819,6601.34,Subscription
lead_004407,2025-06-19 16:35:08.440819,9919.74,Purchase
lead_004410,2025-06-16 10:18:08.440819,3237.81,Demo
lead_004415,2025-06-07 12:49:08.440819,7218.36,Trial
lead_004416,2025-06-10 06:22:08.440819,5080.78,Demo
lead_004417,2025-06-17 10:57:08.440819,7699.1,Purchase
lead_004419,2025-06-19 18:42:08.440819,4283.97,Subscription
lead_004426,2025-06-20 20:52:08.440819,4945.42,Subscription
lead_004431,2025-06-23 21:19:08.440819,7289.67,Trial
lead_004435,2025-06-19 21:07:08.440819,6770.22,Purchase
lead_004437,2025-06-15 19:28:08.440819,6557.22,Demo
lead_004443,2025-06-12 20:53:08.440819,4121.58,Purchase
lead_004447,2025-06-06 11:37:08.440819,2968.98,Purchase
lead_004448,2025-06-25 22:15:08.440819,2075.43,Demo
lead_004450,2025-06-08 04:12:08.440819,3423.1,Subscription
lead_004463,2025-06-14 07:17:08.440819,4226.07,Trial
lead_004465,2025-06-24 11:42:08.440819,6918.6,Subscription
lead_004472,2025-06-10 08:35:08.440819,7912.75,Subscription
lead_004478,2025-06-06 07:08:08.440819,7115.04,Subscription
lead_004479,2025-06-16 08:14:08.440819,7230.66,Demo
lead_004482,2025-06-18 16:00:08.440819,8628.02,Subscription
lead_004486,2025-06-23 17:17:08.440819,4113.09,Purchase
lead_004489,2025-07-01 09:20:08.440819,6227.85,Purchase
lead_004490,2025-06-12 18:21:08.440819,9105.42,Subscription
lead_004491,2025-07-03 08:40:08.440819,9185.51,Demo
lead_004504,2025-06-23 07:09:08.440819,1950.82,Trial
lead_004519,2025-06-15 00:43:08.440819,6748.06,Subscription
lead_004521,2025-06-24 14:31:08.440819,9772.2,Trial
lead_004533,2025-06-22 07:37:08.440819,8977.76,Demo
lead_004534,2025-06-13 07:14:08.440819,2773.3,Trial
lead_004539,2025-06-25 13:42:08.440819,6868.68,Purchase
lead_004546,2025-06-27 21:31:08.440819,2604.7,Subscription
lead_004556,2025-06-12 06:31:08.440819,6612.76,Purchase
lead_004563,2025-06-23 15:27:08.440819,6294.48,Subscription
lead_004578,2025-06-29 19:49:08.440819,4646.94,Trial
lead_004579,2025-06-18 16:33:08.440819,9101.3,Purchase
lead_004584,2025-07-03 00:54:08.440819,2098.68,Purchase
lead_004586,2025-06-24 12:59:08.440819,8078.61,Subscription
lead_004588,2025-06-12 14:19:08.440819,8376.63,Purchase
lead_004589,2025-06-22 06:06:08.440819,9821.32,Demo
lead_004598,2025-06-30 07:08:08.440819,7660.48,Subscription
lead_004606,2025-06-24 03:49:08.440819,3111.99,Demo
lead_004607,2025-06-18 01:59:08.440819,1620.4,Trial
